qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.16593623161315918,0.2853224277496338,0.29269957542419434,0.27351999282836914,0.3921520709991455,0.3533751964569092,0.21079301834106445
0.1512432098388672,0.3137826919555664,0.2859203815460205,0.35669970512390137,0.3205854892730713,0.3761634826660156,0.21361207962036133
0.16073060035705566,0.29433321952819824,0.3031156063079834,0.3553805351257324,0.3385806083679199,0.36395764350891113,0.2152566909790039
0.15674853324890137,0.29018664360046387,0.2927384376525879,0.30597543716430664,0.2858705520629883,0.38694286346435547,0.20877337455749512
0.15227627754211426,0.3194115161895752,0.3016939163208008,0.3339881896972656,0.3012077808380127,0.36389636993408203,0.21302056312561035
0.1516246795654297,0.312913179397583,0.2875092029571533,0.3193213939666748,0.30121898651123047,0.3890876770019531,0.21306133270263672
0.1537177562713623,0.2968473434448242,0.30121922492980957,0.2986440658569336,0.29775333404541016,0.4167506694793701,0.23576569557189941
0.1538398265838623,0.29682207107543945,0.31864285469055176,0.3036620616912842,0.32297730445861816,0.47976207733154297,0.2174396514892578
0.15388202667236328,0.2936999797821045,0.28635501861572266,0.3279235363006592,0.35150814056396484,0.41147351264953613,0.217726469039917
0.155867338180542,0.3383622169494629,0.2968716621398926,0.29720520973205566,0.3307347297668457,0.40114545822143555,0.20812487602233887
0.15439581871032715,0.3400149345397949,0.299196720123291,0.3029665946960449,0.3017704486846924,0.38878726959228516,0.20684218406677246
0.15026354789733887,0.2935645580291748,0.29421234130859375,0.28600382804870605,0.2933945655822754,0.37436413764953613,0.2156062126159668
0.1501140594482422,0.30251169204711914,0.29053688049316406,0.2889561653137207,0.29465556144714355,0.3783543109893799,0.21402978897094727
0.14906740188598633,0.30941128730773926,0.29770350456237793,0.311659574508667,0.28388237953186035,0.39879274368286133,0.22164654731750488
0.14771032333374023,0.2960958480834961,0.2887587547302246,0.3161659240722656,0.323016881942749,0.40377211570739746,0.21244430541992188
0.15996527671813965,0.2966315746307373,0.29698920249938965,0.3325629234313965,0.2985556125640869,0.5437612533569336,0.21700716018676758
0.15160512924194336,0.30499744415283203,0.30170369148254395,0.2692232131958008,0.3003220558166504,0.421771764755249,0.2279670238494873
0.1512603759765625,0.2881014347076416,0.29857516288757324,0.2917165756225586,0.3012657165527344,0.4200327396392822,0.23199963569641113
0.1614060401916504,0.31549644470214844,0.30020713806152344,0.2847886085510254,0.3002145290374756,0.4633216857910156,0.21478819847106934
0.15369224548339844,0.2930610179901123,0.31162476539611816,0.32467031478881836,0.3038902282714844,0.401395320892334,0.2082669734954834
0.14761662483215332,0.2903327941894531,0.29665613174438477,0.2974398136138916,0.3227229118347168,0.42139458656311035,0.2198173999786377
0.154374361038208,0.3001976013183594,0.3014411926269531,0.30074620246887207,0.29962968826293945,0.4038512706756592,0.21320414543151855
0.1511533260345459,0.2918276786804199,0.2897512912750244,0.36283063888549805,0.2911999225616455,0.3848879337310791,0.21020030975341797
0.1549694538116455,0.3029978275299072,0.2987508773803711,0.38136887550354004,0.28780174255371094,0.4036562442779541,0.20993304252624512
0.15542340278625488,0.28626489639282227,0.30440449714660645,0.3698720932006836,0.28521275520324707,0.36975789070129395,0.20585155487060547
0.16785764694213867,0.3025546073913574,0.28650498390197754,0.3422050476074219,0.2991170883178711,0.4410569667816162,0.21024322509765625
0.15845608711242676,0.28304433822631836,0.29006004333496094,0.32148003578186035,0.27721714973449707,0.38780713081359863,0.20760750770568848
0.1530752182006836,0.2985227108001709,0.289031982421875,0.3298218250274658,0.2998623847961426,0.36871862411499023,0.21373939514160156
0.15830063819885254,0.2868971824645996,0.29472970962524414,0.311476469039917,0.29132533073425293,0.3677363395690918,0.20668888092041016
0.15861248970031738,0.29760313034057617,0.2887415885925293,0.3173482418060303,0.30373454093933105,0.40422868728637695,0.20536088943481445
0.1536264419555664,0.2923257350921631,0.3017735481262207,0.3070805072784424,0.29064369201660156,0.4226047992706299,0.20664238929748535
0.15321707725524902,0.32022976875305176,0.2904505729675293,0.29967403411865234,0.2829582691192627,0.38402318954467773,0.20192861557006836
0.1478116512298584,0.3174095153808594,0.3161580562591553,0.2798593044281006,0.28227734565734863,0.49765586853027344,0.20819544792175293
0.15168118476867676,0.2862265110015869,0.2890489101409912,0.32074785232543945,0.27953076362609863,0.4486403465270996,0.20040512084960938
0.1524949073791504,0.27951478958129883,0.3073117733001709,0.3068716526031494,0.2955610752105713,0.3713095188140869,0.2050323486328125
0.14849233627319336,0.28977155685424805,0.2876584529876709,0.35910677909851074,0.3233194351196289,0.38311243057250977,0.24026942253112793
0.14925026893615723,0.2902555465698242,0.2928650379180908,0.30556583404541016,0.30345964431762695,0.37885546684265137,0.22287440299987793
0.1502699851989746,0.2883000373840332,0.3010289669036865,0.30056142807006836,0.28297901153564453,0.3766932487487793,0.20240497589111328
0.15137219429016113,0.28565311431884766,0.30869102478027344,0.3186471462249756,0.29001903533935547,0.3767998218536377,0.2019047737121582
0.15142393112182617,0.2810475826263428,0.33548521995544434,0.3461604118347168,0.2821965217590332,0.3610200881958008,0.21214699745178223
