fact,35
sea,35
drew,35
leaving,35
fellow,35
tea,35
tears,35
danger,35
generally,35
understood,35
mentioned,35
pity,35
eager,35
imagine,35
thoughts,35
servant,34
constant,34
everybody,34
merely,34
wallis,34
staying,34
wait,34
painful,34
nearly,34
weeks,34
favourite,34
age,34
forced,34
declared,34
friendship,34
